categoria,cbo2002_ocupacao,competencia,fonte,grau_de_instrucao,horas_contratuais,id,idade,ind_trab_intermitente,ind_trab_parcial,indicador_aprendiz,municipio,raca_cor,regiao,salario,saldo_movimentacao,secao,sexo,subclasse,tam_estab_jan,tipo_de_deficiencia,tipo_empregador,tipo_estabelecimento,tipo_movimentacao,uf
101,521140,202006,1,5,44,2796,19,0,0,0,355030,2,3,1442,1,G,1,4711302,7,0,0,1,20,35
101,622110,202006,1,5,44,2797,31,0,0,0,411300,6,4,5.599999904632568,-1,C,1,1931400,10,0,0,1,31,41
101,513435,202006,1,7,44,2798,38,0,0,0,420930,1,4,2005.380004882813,-1,I,3,5611203,4,0,0,1,31,42
101,517425,202006,1,5,44,2799,30,0,0,0,421350,1,4,1593.859985351563,1,G,1,4711302,9,0,0,1,20,42
101,782145,202006,1,5,44,2800,34,0,0,0,313670,6,3,1551,1,F,1,4110700,1,0,0,4,20,31
103,951105,202006,1,6,20,2801,17,0,0,1,350160,3,3,1568.599975585938,-1,C,1,2949299,6,0,0,1,43,35
101,411005,202006,1,8,37,2802,27,0,0,0,352590,1,3,2164.080078125,-1,N,3,8211300,3,0,0,1,40,35
101,992225,202006,1,2,44,2803,61,0,0,0,330455,1,3,1406,-1,S,1,9430800,5,0,0,1,31,33
101,342110,202006,1,7,44,2804,26,0,0,0,351880,3,3,1573.140014648438,1,H,1,4930202,8,0,0,1,20,35
101,411010,202006,1,8,44,2805,32,0,0,0,355030,1,3,2300,1,A,3,119999,99,0,2,3,20,35
101,782515,202006,1,2,44,2806,61,0,0,0,352040,2,3,2462.68994140625,1,F,1,4313400,7,0,0,1,20,35
999,354125,202006,1,6,44,2807,38,0,0,0,130260,1,1,2292,-1,G,1,4511101,5,0,0,1,31,13
101,521110,202006,1,9,44,2808,25,0,0,0,520110,1,5,0,1,N,1,7711000,3,0,0,1,20,52
101,354140,202006,1,9,48,2809,27,0,0,0,330210,1,3,1375.010009765625,-1,G,1,4789005,5,0,0,1,31,33
101,862120,202006,1,7,44,2810,30,0,0,0,293140,6,2,1762.780029296875,1,C,1,1013902,6,0,0,1,20,29
101,422310,202006,1,7,36,2811,19,0,0,0,354880,1,3,1051,1,M,1,6911701,2,0,0,1,10,35
101,621005,202006,1,7,44,2812,51,0,0,0,355030,6,3,1200,1,A,1,151201,99,0,2,3,20,35
101,715305,202006,1,7,44,2813,30,0,0,0,230440,3,2,2021.800048828125,1,F,1,4120400,5,0,0,1,20,23
101,848505,202006,1,6,44,2814,20,0,0,0,411460,1,4,1414.099975585938,1,C,1,1012101,10,0,0,1,10,41
101,782510,202006,1,5,44,2815,36,0,0,0,412710,1,4,2318.909912109375,-1,H,1,4930202,7,0,0,1,31,41
101,513315,202006,1,5,44,2816,40,0,0,0,430190,1,4,1287,-1,I,3,5590699,4,0,0,1,31,43
101,521110,202006,1,7,40,2817,42,0,0,0,530010,3,5,0,1,N,1,8211300,6,0,0,1,20,53
101,514320,202006,1,4,44,2818,38,0,0,0,150618,1,1,1102.5,-1,C,3,1621800,6,0,0,1,31,15
101,514310,202006,1,1,44,2819,30,0,0,0,355030,1,3,1160.680053710938,-1,M,3,7490199,5,0,0,1,31,35
101,322230,202006,1,7,42,2820,35,0,0,0,352590,1,3,1725.68994140625,1,Q,3,8610101,7,0,0,1,20,35
101,717020,202006,1,7,44,2821,32,0,0,0,420140,6,4,1607,-1,F,1,4120400,3,0,0,4,43,42
101,911305,202006,1,7,44,2822,41,0,0,0,320510,3,3,1889.72998046875,-1,G,3,4637104,1,0,0,1,31,32
101,521110,202006,1,9,44,2823,44,0,0,0,350950,1,3,1400,1,M,1,7020400,1,0,0,1,20,35
101,521125,202006,1,5,44,2824,31,0,0,0,313670,3,3,1165,1,G,1,4711302,6,0,0,1,20,31
101,716610,202006,1,6,44,2825,35,0,0,0,312320,2,3,1084.599975585938,1,F,1,4120400,2,0,0,4,20,31
101,322205,202006,1,7,28,2826,40,0,0,0,292740,3,2,1226.099975585938,-1,Q,3,8610102,10,0,0,1,40,29
101,411005,202006,1,8,44,2827,24,0,0,0,431720,1,4,1474.52001953125,1,G,1,4623199,4,0,0,1,20,43
101,521140,202006,1,7,44,2828,18,0,0,0,311940,1,3,1156,-1,G,3,4721102,4,0,0,1,43,31
101,848315,202006,1,6,44,2829,29,0,0,0,355030,1,3,1890.31005859375,-1,G,1,4721102,4,0,0,1,40,35
101,621005,202006,1,4,44,2830,38,0,0,0,355030,3,3,1567.5,-1,A,1,115600,99,0,2,3,31,35
101,914405,202006,1,5,44,2831,22,0,0,0,510792,3,5,1330.410034179688,1,G,1,4530703,5,0,0,1,20,51
101,784205,202006,1,7,44,2832,31,0,0,0,350780,3,3,1627.300048828125,1,C,1,2063100,4,0,0,1,20,35
101,414105,202006,1,7,44,2833,36,0,0,0,130260,3,1,1128,1,G,1,4744099,5,0,0,1,20,13
999,782510,202006,1,7,40,2834,37,0,0,0,354890,1,3,1823.640014648438,1,H,1,5211799,2,0,0,1,20,35
101,514320,202006,1,7,44,2835,20,0,0,0,520870,6,5,1103.930053710938,1,G,1,4789002,3,0,0,1,20,52
101,715210,202006,1,2,44,2836,30,0,0,0,510792,6,5,1600.829956054688,1,F,1,4120400,1,0,0,1,20,51
101,782310,202006,1,7,44,2837,30,0,0,0,350950,1,3,1637.489990234375,-1,H,1,4929901,8,0,0,1,31,35
101,141515,202006,1,7,24,2838,32,0,0,0,351880,1,3,195624,-1,I,3,5611202,5,0,0,1,40,35
101,514320,202006,1,7,44,2839,23,0,0,0,314330,3,3,1177,1,N,3,8219999,5,0,0,1,20,31
999,521115,202006,1,7,44,2840,26,0,0,0,510840,6,5,1110,1,N,3,8291100,1,0,0,1,20,51
101,641010,202006,1,3,44,2841,53,0,0,0,355030,3,3,1400,1,A,1,115600,99,0,2,3,20,35
101,622020,202006,1,4,44,2842,20,0,0,0,171190,6,1,2612.5,-1,N,1,7731400,3,0,0,1,31,17
999,322205,202006,1,7,36,2843,39,0,0,0,350650,6,3,2006.18994140625,-1,Q,3,8610101,9,0,0,1,45,35
999,641015,202006,1,4,44,2844,37,0,0,0,110175,1,1,1045,-1,A,1,151201,2,0,9,3,31,11
101,521115,202006,1,7,44,2845,49,0,0,0,230440,3,2,1166,1,M,3,7319002,1,0,0,1,20,23
999,514320,202006,2,7,40,2846,29,0,0,0,431490,6,4,1025,-1,N,3,7830200,5,9,9,1,31,43
101,514325,202006,1,7,44,2847,42,0,0,0,261160,3,2,1153.75,-1,F,3,4120400,7,0,0,1,31,26
101,316305,202006,1,7,44,2848,37,0,0,0,352240,1,3,3000,-1,B,1,899199,6,0,0,1,31,35
101,784205,202006,1,7,44,2849,21,0,0,0,351740,3,3,1600,-1,C,1,1064300,7,0,0,1,31,35
101,724205,202006,1,7,44,2850,24,0,0,0,354890,1,3,1188.569946289063,1,C,1,3329501,1,0,0,1,20,35
101,212405,202006,1,9,40,2851,28,0,0,0,355030,1,3,5116.5,-1,J,1,6201501,10,0,0,1,40,35
101,783215,202006,1,7,42,2852,28,0,0,0,353060,3,3,1949.150024414063,1,C,1,1091101,8,0,0,1,20,35
111,422105,202006,1,7,40,2853,18,1,0,0,310620,3,3,1548,1,N,3,7830200,10,0,0,1,20,31
101,782510,202006,1,7,44,2854,30,0,0,0,261640,2,2,1937.949951171875,-1,H,1,5250804,6,0,0,1,43,26
101,422310,202006,1,7,30,2855,24,0,0,0,355030,3,3,831.6699829101563,1,N,3,8220200,7,0,0,1,20,35
101,517315,202006,1,7,44,2856,26,0,0,0,410690,3,4,1933.989990234375,1,N,1,8121400,9,0,0,1,20,41
101,422310,202006,1,8,30,2857,19,0,0,0,355280,3,3,880.8300170898438,1,N,1,8220200,10,0,0,1,20,35
101,783225,202006,1,5,44,2858,39,0,0,0,421800,1,4,1378,-1,H,1,4930202,1,0,0,1,31,42
101,622020,202006,1,7,44,2859,35,0,0,0,510792,6,5,1600,1,A,1,115600,99,0,2,3,20,51
106,415205,202006,1,7,40,2860,23,0,0,0,353440,3,3,1758,1,N,3,7820500,1,0,0,1,20,35
106,142415,202006,1,7,44,2861,17,0,0,0,350950,1,3,1410,1,N,1,7820500,10,0,0,1,20,35
101,517410,202006,1,7,44,2862,32,0,0,0,353440,6,3,1459.030029296875,-1,N,3,8011101,8,0,0,1,40,35
101,422310,202006,1,7,36,2863,43,0,0,0,330455,3,3,998,1,N,3,8220200,10,0,0,1,20,33
101,911305,202006,1,6,44,2864,48,0,0,0,314930,3,3,2123,1,C,1,3314799,4,0,0,1,20,31
101,623115,202006,1,7,54,2865,23,0,0,0,355030,1,3,2090,1,A,1,151202,99,0,2,3,20,35
101,622610,202006,1,5,44,2866,25,0,0,0,315970,6,3,.0099999997764826,-1,A,1,134200,99,0,2,3,40,31
101,411005,202006,1,7,44,2867,29,0,0,0,355030,6,3,1365,-1,M,1,7112000,7,0,0,1,31,35
101,519935,202006,1,6,44,2868,43,0,0,0,431410,1,4,1362.93994140625,1,F,1,4313400,6,0,0,1,20,43
101,354130,202006,1,7,44,2869,45,0,0,0,355030,3,3,1267,-1,N,1,7820500,10,0,0,1,31,35
101,821435,202006,1,7,44,2870,38,0,0,0,350400,1,3,1501.630004882813,1,N,1,8129000,4,0,0,1,20,35
101,621005,202006,1,5,44,2871,55,0,0,0,355030,3,3,1250,-1,A,3,134200,99,0,2,3,43,35
101,724220,202006,1,7,44,2872,19,0,0,0,261160,6,2,1135.839965820313,1,C,1,3311200,6,0,0,1,20,26
101,766205,202006,1,7,44,2873,56,0,0,0,314560,3,3,1045,-1,C,3,1521100,4,0,0,1,31,31
101,411005,202006,1,9,44,2874,32,0,0,0,412770,1,4,2086.719970703125,-1,G,1,4530703,4,0,0,1,31,41
999,992220,202006,1,3,44,2875,31,0,0,0,411520,3,4,1764,1,F,1,4330499,1,0,0,1,20,41
101,521125,202006,1,2,52,2876,21,0,0,0,350950,1,3,1449,-1,N,1,8211300,7,0,0,1,31,35
101,411005,202006,1,7,44,2877,23,0,0,0,500830,2,5,1200,-1,G,3,4520005,1,0,0,1,40,50
111,783210,202006,1,7,0,2878,22,1,9,0,431560,6,4,2769.300048828125,1,N,1,8122200,2,0,0,1,20,43
101,521110,202006,1,7,44,2879,20,0,0,0,432300,6,4,1306.5,-1,G,3,4772500,2,0,0,1,31,43
101,784205,202006,1,5,0,2880,27,0,0,0,500270,3,5,1229.089965820313,-1,C,1,1011201,10,0,0,1,40,50
101,414105,202006,1,7,44,2881,24,0,0,0,421250,6,4,1515,-1,G,1,4771701,5,0,0,1,31,42
101,622115,202006,1,5,44,2882,40,0,0,0,314700,3,3,1170,-1,A,1,141501,9,0,0,1,43,31
101,732110,202006,1,7,44,2883,21,0,0,0,430690,1,4,1350,1,G,1,4751201,2,0,0,1,20,43
106,521125,202006,1,7,44,2884,25,0,0,0,355030,1,3,1383.719970703125,-1,N,3,7820500,10,0,0,1,43,35
101,513315,202006,1,4,44,2885,48,0,0,0,330380,3,3,1144.550048828125,-1,I,3,5510801,4,0,0,1,31,33
101,234520,202006,1,80,24,2886,48,0,0,0,352670,1,3,3807.5,-1,P,1,8532500,7,0,0,1,31,35
999,223505,202006,1,9,44,2887,31,0,0,0,510525,6,5,2405.159912109375,-1,Q,1,8622400,5,0,0,1,31,51
101,513505,202006,1,4,44,2888,39,0,0,0,316090,2,3,1090.609985351563,1,I,3,5611201,4,0,0,1,20,31
101,410105,202006,1,7,44,2889,50,0,0,0,355030,6,3,1927.9599609375,1,H,1,4930201,10,0,0,1,20,35
101,313115,202006,1,7,44,2890,28,0,0,0,250750,3,2,2209.909912109375,-1,M,1,7112000,9,0,0,1,31,25
101,421125,202006,1,7,36,2891,23,0,0,0,410490,1,4,1113.069946289063,-1,G,3,4711302,7,0,0,1,31,41
101,514320,202006,1,5,44,2892,27,0,0,0,430235,1,4,1378.640014648438,-1,C,3,2342702,8,0,0,1,31,43
101,784105,202006,1,6,44,2893,23,0,0,0,310160,1,3,1455,-1,C,1,2512800,5,0,0,1,31,31
101,223605,202006,1,9,30,2894,38,0,1,0,230440,3,2,3141.35009765625,-1,Q,3,8610101,5,0,0,1,31,23
101,622020,202006,1,4,44,2895,33,0,0,0,432250,3,4,1276.699951171875,-1,A,1,133407,10,0,0,1,40,43
101,717020,202006,1,7,44,2896,22,0,0,0,430700,6,4,1400,1,F,1,4120400,4,0,0,4,20,43
101,712110,202006,1,7,44,2897,31,0,0,0,313540,3,3,3082.199951171875,-1,C,1,2423701,10,0,0,1,31,31
101,312105,202006,1,7,44,2898,35,0,0,0,330200,3,3,2603.449951171875,1,F,1,4212000,10,0,0,4,20,33
101,622020,202006,1,6,44,2899,18,0,0,0,510460,1,5,1195,1,G,1,4622200,5,0,0,1,20,51
101,732120,202006,1,7,44,2900,53,0,0,0,355030,4,3,1764.760009765625,1,N,1,8121400,8,0,0,1,20,35
101,784205,202006,1,6,44,2901,20,0,0,0,510840,3,5,1070.68994140625,-1,C,1,1011201,8,0,0,1,40,51
106,375115,202006,1,7,44,2902,31,0,0,0,350570,3,3,1172.030029296875,-1,M,1,7319002,10,0,0,1,43,35
105,234520,202006,1,11,40,2903,47,0,0,0,350760,1,3,13878,1,P,1,8531700,9,0,0,1,20,35
101,782510,202006,1,3,44,2904,42,0,0,0,313620,3,3,1670.239990234375,-1,H,1,4930201,6,0,0,1,40,31
106,622020,202006,1,7,44,2905,21,0,0,0,350760,1,3,1190,1,N,3,7820500,8,0,0,1,20,35
101,715210,202006,1,7,40,2906,39,0,0,0,320120,1,3,1550,-1,F,1,4120400,2,0,0,1,31,32
101,314410,202006,1,7,44,2907,28,0,0,0,411915,6,4,1547,-1,C,3,2829199,6,0,0,1,31,41
101,724315,202006,1,7,44,2908,42,0,0,0,350600,2,3,2239.60009765625,-1,C,1,2330301,7,0,0,1,31,35
101,514320,202006,1,7,44,2909,31,0,0,0,330170,3,3,1098.510009765625,-1,I,1,5620101,10,0,0,1,31,33
101,992205,202006,1,7,44,2910,33,0,0,0,355250,3,3,2080.909912109375,-1,G,3,4711302,7,0,0,1,31,35
101,715135,202006,1,4,0,2911,55,0,0,0,315140,1,3,1914,1,C,1,2411300,7,0,0,1,20,31
101,513425,202006,1,5,44,2912,40,0,0,0,310620,3,3,1108.660034179688,-1,I,3,5620101,7,0,0,1,33,31
101,521140,202006,1,7,44,2913,29,0,0,0,352530,1,3,1554,1,G,3,4711302,5,0,0,1,20,35
101,717020,202006,1,5,44,2914,29,0,0,0,410690,2,4,1553.199951171875,-1,F,1,4211101,9,0,0,1,31,41
101,724110,202006,1,4,44,2915,38,0,0,0,310620,1,3,1302,-1,F,1,4110700,5,0,0,4,31,31
101,715210,202006,1,5,44,2916,27,0,0,0,355030,3,3,1886.969970703125,-1,F,1,4120400,8,0,0,1,31,35
101,715315,202006,1,7,44,2917,20,0,0,0,420590,6,4,1883.199951171875,-1,F,1,4211101,6,0,0,4,31,42
106,521115,202006,1,7,44,2918,28,0,0,0,355030,1,3,1061.640014648438,1,N,3,7830200,10,0,0,1,20,35
101,622005,202006,1,3,44,2919,69,0,0,0,355030,1,3,1039,-1,A,1,134200,99,0,2,3,31,35
101,331305,202006,1,80,44,2920,30,0,0,0,350160,6,3,4208.60009765625,-1,P,1,8531700,8,0,0,1,31,35
101,782510,202006,1,5,44,2921,43,0,0,0,355030,3,3,2200,-1,A,1,115600,99,0,2,3,31,35
101,514230,202006,1,7,44,2922,19,0,0,0,292740,3,2,1076.140014648438,1,E,1,3811400,6,0,0,1,20,29
101,622020,202006,1,7,44,2923,18,0,0,0,355030,2,3,1098,1,A,1,134200,99,0,2,3,20,35
101,521115,202006,1,7,24,2924,20,0,0,0,355030,1,3,1209.77001953125,1,M,1,7319003,10,0,0,1,20,35
105,422310,202006,1,7,36,2925,18,0,0,0,410690,1,4,1045,1,N,1,8220200,10,0,0,1,20,41
101,951105,202006,1,7,44,2926,41,0,0,0,330455,1,3,1999.2099609375,1,F,1,4299599,9,0,0,1,20,33
101,784205,202006,1,6,44,2927,34,0,0,0,431720,1,4,1122.25,-1,C,1,1012103,10,0,0,1,31,43
101,721325,202006,1,7,44,2928,48,0,0,0,330240,6,3,2275.18994140625,1,C,1,2731700,10,0,0,1,20,33
101,731320,202006,1,7,44,2929,25,0,0,0,430510,6,4,1265.630004882813,-1,J,3,6190699,1,0,0,1,43,43
101,422315,202006,1,8,36,2930,33,0,0,0,410690,1,4,1242.150024414063,1,G,3,4772500,6,0,0,1,20,41
101,411010,202006,1,7,44,2931,29,0,0,0,530010,3,5,3036.169921875,1,F,1,4322302,9,0,0,1,20,53
101,422120,202006,1,6,44,2932,29,0,0,0,270450,3,2,1386,-1,I,3,5510801,9,0,0,1,31,27
101,410105,202006,1,7,44,2933,28,0,0,0,330455,1,3,1200,-1,I,3,5611203,4,0,0,1,31,33
101,711315,202006,1,7,44,2934,30,0,0,0,354980,3,3,1723.670043945313,-1,M,1,7112000,5,0,0,1,31,35
101,391135,202006,1,7,44,2935,25,0,0,0,420590,6,4,1690,-1,C,3,1412601,6,0,0,1,31,42
101,411005,202006,1,7,44,2936,25,0,0,0,411990,1,4,1583,-1,G,1,4744001,3,0,0,1,40,41
101,622505,202006,1,7,44,2937,35,0,0,0,350610,3,3,1163.550048828125,-1,A,1,161099,10,0,0,1,40,35
101,782405,202006,1,7,44,2938,48,0,0,0,520870,3,5,2437.929931640625,-1,H,1,4922101,8,0,0,1,31,52
101,322205,202006,1,7,36,2939,19,0,0,0,354140,1,3,1525.640014648438,-1,Q,1,8610102,10,0,0,1,43,35
101,731150,202006,1,6,44,2940,20,0,0,0,352400,3,3,1654.400024414063,-1,C,3,2945000,9,0,0,1,31,35
101,214125,202006,1,9,44,2941,32,0,0,0,352900,6,3,8767.580078125,-1,F,3,4120400,4,0,0,1,31,35
101,521110,202006,1,7,44,2942,29,0,0,0,530010,1,5,1178,-1,G,3,4772500,3,0,0,1,31,53
101,521110,202006,1,9,44,2943,46,0,0,0,411370,1,4,0,-1,G,1,4541203,5,0,0,1,31,41
101,715305,202006,1,2,44,2944,64,0,0,0,351350,6,3,2363.39990234375,-1,F,1,4221904,3,0,0,1,31,35
999,782410,202006,1,6,44,2945,38,0,0,0,355070,6,3,1660.280029296875,-1,H,1,4921301,8,0,0,1,31,35
101,622020,202006,1,4,44,2946,18,0,0,0,432250,1,4,1320,1,A,1,133407,10,0,0,1,20,43
101,414140,202006,1,7,44,2947,19,0,0,0,120040,6,1,1077.839965820313,1,G,1,4639701,3,0,0,1,20,12
106,411005,202006,1,8,44,2948,24,0,0,0,355030,1,3,1205,-1,N,3,7820500,10,0,0,1,43,35
101,621005,202006,1,3,44,2949,36,0,0,0,350610,6,3,.6000000238418579,1,A,1,131800,7,0,0,1,20,35
106,784205,202006,1,7,44,2950,35,0,0,0,352590,1,3,1606.880004882813,1,N,3,7820500,10,0,0,1,20,35
101,848510,202006,1,7,44,2951,29,0,0,0,410690,1,4,1487.199951171875,1,G,1,4712100,3,0,0,1,20,41
101,422105,202006,1,7,44,2952,43,0,0,0,520110,6,5,1172.599975585938,-1,Q,3,8610101,3,0,0,1,31,52
101,414140,202006,1,7,44,2953,33,0,0,0,130260,3,1,1133,1,G,1,4729699,1,0,0,1,20,13
101,514225,202006,1,6,44,2954,38,0,0,0,412650,1,4,1200,-1,H,1,4924800,5,0,0,1,43,41
101,521110,202006,1,6,44,2955,19,0,0,0,510800,3,5,1045,1,G,3,4781400,6,0,0,1,20,51
101,911305,202006,1,5,44,2956,58,0,0,0,350170,1,3,2886.39990234375,-1,C,1,1071600,10,0,0,1,40,35
101,422310,202006,1,7,31,2957,18,0,0,0,350600,6,3,1050.949951171875,-1,N,3,8220200,10,0,0,1,40,35
101,322230,202006,1,7,36,2958,43,0,0,0,355030,3,3,1255.650024414063,1,Q,3,8610101,7,0,0,1,20,35
101,717020,202006,1,7,44,2959,26,0,0,0,354990,3,3,1612.160034179688,1,F,1,4322301,6,0,0,1,20,35
105,717020,202006,1,5,44,2960,48,0,0,0,270430,3,2,1045,-1,F,1,4120400,5,0,0,4,31,27
999,514320,202006,1,2,41,2961,47,0,0,0,355030,1,3,1716.859985351563,-1,R,3,9313100,6,0,0,1,31,35
101,411005,202006,1,7,44,2962,46,0,0,0,410690,1,4,2000,-1,P,3,8599699,3,0,0,1,31,41
101,513205,202006,1,7,36,2963,48,0,0,0,410830,3,4,1202.5,1,Q,3,8610101,7,0,0,1,20,41
101,622020,202006,1,2,44,2964,40,0,0,0,315550,3,3,.0099999997764826,1,A,1,161099,9,0,0,1,20,31
101,783210,202006,1,4,44,2965,39,0,0,0,211130,6,2,1194.650024414063,1,G,1,4679699,6,0,0,1,20,21
106,412205,202006,1,7,43,2966,51,0,0,0,355030,3,3,1382.339965820313,-1,N,3,7820500,8,0,0,1,43,35
101,521110,202006,1,7,44,2967,23,0,0,0,355030,3,3,1560,1,G,1,4652400,6,0,0,1,20,35
101,828110,202006,1,4,44,2968,31,0,0,0,352585,1,3,1791,1,C,1,2342702,6,0,0,1,20,35
106,223505,202006,1,9,36,2969,24,0,0,0,330455,1,3,2843.070068359375,-1,N,3,7810800,3,0,0,1,43,33
101,313115,202006,1,4,44,2970,46,0,0,0,355030,1,3,5500,-1,F,1,4211101,9,0,0,1,31,35
106,415205,202006,1,7,40,2971,27,0,0,0,353440,3,3,1758,1,N,3,7820500,1,0,0,1,20,35
103,411005,202006,1,7,36,2972,20,0,0,1,431490,1,4,474.6199951171875,-1,Q,1,8610101,10,0,0,1,43,43
101,621005,202006,1,5,44,2973,29,0,0,0,350320,3,3,1163.550048828125,1,A,1,113000,4,0,0,1,20,35
101,252210,202006,1,5,44,2974,36,0,0,0,510340,6,5,1847.349975585938,1,N,1,8219999,1,0,0,1,20,51
101,612110,202006,1,7,44,2975,23,0,0,0,353010,1,3,1095.599975585938,-1,H,1,4930202,4,0,0,1,43,35
101,223605,202006,1,9,36,2976,41,0,0,0,352690,1,3,6000,1,Q,1,8610101,8,0,0,1,20,35
101,391215,202006,1,9,44,2977,23,0,0,0,520110,3,5,2835.5400390625,-1,C,3,3250705,7,0,0,1,40,52
101,521110,202006,1,7,44,2978,62,0,0,0,150140,1,1,1232.400024414063,1,N,3,8299799,4,0,0,1,20,15
101,521110,202006,1,7,44,2979,37,0,0,0,412480,1,4,1245,1,G,3,4781400,2,0,0,1,20,41
101,622610,202006,1,3,44,2980,41,0,0,0,313870,3,3,0,1,A,3,134200,1,0,0,1,20,31
101,784205,202006,1,7,44,2981,18,0,0,0,330455,1,3,1146.199951171875,1,C,3,1411801,10,0,0,1,10,33
101,783215,202006,1,7,48,2982,53,0,0,0,330510,2,3,1253.859985351563,1,P,1,8599604,6,0,0,1,20,33
101,848510,202006,1,7,44,2983,42,0,0,0,354980,1,3,2347.489990234375,1,G,1,4711302,6,0,0,1,20,35
101,212405,202006,1,9,40,2984,44,0,0,0,353060,6,3,3226.1201171875,1,J,3,6209100,1,0,0,1,20,35
101,862130,202006,1,7,44,2985,35,0,0,0,510340,6,5,1643.140014648438,1,F,1,4211101,1,0,0,4,20,51
101,715210,202006,1,3,44,2986,33,0,0,0,431680,1,4,1551,1,F,1,4120400,4,0,0,4,20,43
101,622110,202006,1,5,44,2987,56,0,0,0,410110,1,4,1270,1,H,1,4921301,3,0,0,1,20,41
101,411005,202006,1,7,44,2988,24,0,0,0,500270,3,5,1245,-1,G,3,4661300,5,0,0,1,40,50
101,724110,202006,1,7,44,2989,39,0,0,0,353440,1,3,1887,-1,F,1,4322301,4,4,0,1,31,35
999,354815,202006,1,9,44,2990,41,0,0,0,530010,3,5,2953.510009765625,-1,N,3,7911200,5,0,0,1,31,53
101,514320,202006,1,7,44,2991,42,0,0,0,330455,1,3,1241.099975585938,1,Q,3,8800600,3,0,0,1,20,33
101,421125,202006,1,7,44,2992,34,0,0,0,330390,6,3,1380,-1,G,3,4711302,7,0,0,1,31,33
105,622110,202006,1,7,44,2993,21,0,0,0,240140,3,2,4.800000190734863,1,C,1,1931400,10,0,0,1,20,24
101,782510,202006,1,7,44,2994,40,0,0,0,355030,3,3,1956.849975585938,-1,F,1,4322301,6,0,0,4,31,35
101,717020,202006,1,7,44,2995,21,0,0,0,510760,3,5,1326.380004882813,1,F,1,4120400,6,0,0,4,20,51
101,324115,202006,1,6,44,2996,22,0,0,0,354990,6,3,3500,-1,Q,3,8630502,1,0,0,1,31,35
105,422310,202006,1,7,36,2997,24,0,0,0,410690,1,4,1065.079956054688,1,N,1,8220200,10,0,0,1,20,41
999,622610,202006,1,2,44,2998,37,0,0,0,315550,3,3,1567.5,1,A,1,134200,2,0,9,3,20,31
101,422305,202006,1,7,36,2999,34,0,0,0,410690,3,4,1045,-1,N,3,8220200,6,0,0,1,43,41
101,422105,202006,1,7,0,3000,22,0,0,0,330455,3,3,1315.859985351563,-1,N,1,8121400,10,0,0,1,40,33
101,517330,202006,1,7,44,3001,39,0,0,0,355220,6,3,1597.7099609375,1,N,3,8011101,8,0,0,1,10,35
101,517410,202006,1,7,48,3002,30,0,0,0,291480,1,2,1045,-1,I,1,5510801,4,0,0,1,31,29
101,784205,202006,1,6,44,3003,19,0,0,0,320500,6,3,1133.68994140625,1,C,1,2391503,7,0,0,1,20,32
101,252545,202006,1,9,44,3004,35,0,0,0,420590,1,4,2500,1,C,3,1412603,8,0,0,1,20,42
103,521125,202006,1,6,44,3005,17,0,0,1,530010,1,5,487.7300109863281,-1,G,3,4711302,7,0,0,1,43,53
101,223405,202006,1,9,44,3006,40,0,0,0,355220,3,3,3260.070068359375,-1,G,3,4771701,4,0,0,1,40,35
101,421125,202006,1,7,44,3007,24,0,0,0,354100,6,3,1544.72998046875,-1,G,3,4711301,7,0,0,1,31,35
101,521140,202006,1,5,44,3008,39,0,0,0,510025,2,5,1085,1,G,3,4759899,4,0,0,1,20,51
101,342110,202006,1,5,44,3009,62,0,0,0,355030,1,3,1749.890014648438,-1,H,1,5223100,6,0,0,1,31,35
101,813125,202006,1,7,44,3010,30,0,0,0,430920,1,4,6.099999904632568,1,C,1,2062200,2,0,0,1,20,43
101,517330,202006,1,7,44,3011,45,0,0,0,310620,3,3,1775.410034179688,1,N,3,8011101,10,0,0,1,20,31
101,524105,202006,1,7,44,3012,38,0,0,0,150680,2,1,1289.410034179688,1,G,1,4641902,3,0,0,1,20,15
101,782515,202006,1,7,44,3013,29,0,0,0,510140,3,5,1997.599975585938,1,F,1,4313400,1,0,0,1,20,51
106,414140,202006,1,9,44,3014,17,0,0,0,355030,1,3,1250.640014648438,1,N,1,7820500,10,0,0,1,10,35
101,351605,202006,1,8,44,3015,35,0,0,0,530010,1,5,3243.239990234375,1,E,1,3839499,10,0,0,1,20,53
999,513205,202006,1,4,36,3016,41,0,0,0,431710,6,4,1265.630004882813,1,I,3,5611203,2,0,0,1,20,43
101,521110,202006,1,7,44,3017,24,0,0,0,410830,6,4,1456,-1,G,3,4761003,2,0,0,1,31,41
101,422105,202006,1,8,44,3018,41,0,0,0,355030,6,3,1816.089965820313,-1,A,3,111301,99,0,2,3,31,35
101,782145,202006,1,7,44,3019,35,0,0,0,330190,3,3,3091.219970703125,1,F,1,4292802,4,0,0,4,20,33
101,517425,202006,1,7,44,3020,38,0,0,0,240800,1,2,1045,1,N,1,8211300,6,0,0,1,20,24
999,412205,202006,1,7,44,3021,22,0,0,0,330455,3,3,1290,1,G,1,4771701,3,0,0,1,20,33
101,422105,202006,1,7,44,3022,17,0,0,0,431260,6,4,1926.800048828125,1,N,1,7810800,9,0,0,1,20,43
101,848510,202006,1,7,44,3023,41,0,0,0,354340,1,3,1488,1,G,1,4712100,6,0,0,1,20,35
101,301105,202006,1,7,44,3024,22,0,0,0,420950,1,4,1416,1,C,3,1052000,4,0,0,1,20,42
